filename,width,height,class,xmin,xmax,ymin,ymax
0f6109c3234c27f6.jpg,1024,1024,Human,579,300,627,339
0f6109c3234c27f6.jpg,1024,1024,Human,587,564,630,619
0f6109c3234c27f6.jpg,1024,1024,Human,630,305,668,337
0f6109c3234c27f6.jpg,1024,1024,Human,697,545,742,596
0f6109c3234c27f6.jpg,1024,1024,Human,724,305,774,347
0f6109c3234c27f6.jpg,1024,1024,Human,747,561,796,606
0f6109c3234c27f6.jpg,1024,1024,Human,772,305,816,347
0f6109c3234c27f6.jpg,1024,1024,Human,856,583,897,635
0f6109c3234c27f6.jpg,1024,1024,Human,891,582,932,630
0f6109c3234c27f6.jpg,1024,1024,Human,931,348,972,387
0f6109c3234c27f6.jpg,1024,1024,Human,969,339,1020,380
0f77478d954e7e44.jpg,1024,768,Human,1,289,385,767
0f93bcf4f8ede658.jpg,768,1024,Human,53,0,768,839
0fd677c39a0371a4.jpg,1024,683,Human,236,476,256,494
0fd677c39a0371a4.jpg,1024,683,Human,403,472,507,627
0fd677c39a0371a4.jpg,1024,683,Human,803,461,983,682
103e1b2b72013498.jpg,1024,1024,Human,660,220,862,353
10de29ef51367d2c.jpg,1024,731,Human,520,576,630,723
10de29ef51367d2c.jpg,1024,731,Human,334,538,397,586
10de29ef51367d2c.jpg,1024,731,Human,666,635,731,682
11727ef83199078a.jpg,1024,768,Human,892,346,970,516
11727ef83199078a.jpg,1024,768,Human,54,685,81,718
11727ef83199078a.jpg,1024,768,Human,91,495,211,602
11727ef83199078a.jpg,1024,768,Human,197,744,241,767
11727ef83199078a.jpg,1024,768,Human,350,496,498,629
11727ef83199078a.jpg,1024,768,Human,490,454,520,494
11a0e9f8c56519e3.jpg,768,1024,Human,535,271,762,622
11a17c3d2b42e636.jpg,1024,768,Human,409,536,553,612
11a17c3d2b42e636.jpg,1024,768,Human,486,553,611,625
11a17c3d2b42e636.jpg,1024,768,Human,556,603,692,649
11a17c3d2b42e636.jpg,1024,768,Human,673,323,713,361
11a17c3d2b42e636.jpg,1024,768,Human,736,600,772,625
11a17c3d2b42e636.jpg,1024,768,Human,745,547,779,606
11d053d00f70163e.jpg,1024,1024,Human,0,80,844,1022
11dae15968164ce6.jpg,1024,681,Human,153,450,449,677
11dae15968164ce6.jpg,1024,681,Human,407,0,682,197
11dae15968164ce6.jpg,1024,681,Human,532,290,919,575
1200f8d4005b8a33.jpg,1024,768,Human,728,145,1022,766
12e762d2dac34e24.jpg,1024,680,Human,688,414,789,485
12e762d2dac34e24.jpg,1024,680,Human,452,418,552,484
12e762d2dac34e24.jpg,1024,680,Human,566,416,629,476
12e762d2dac34e24.jpg,1024,680,Human,652,402,710,475
13066918ba3cc3f4.jpg,1024,768,Human,760,735,828,764
1322731dbf38bcf0.jpg,683,1024,Human,476,262,591,361
1322731dbf38bcf0.jpg,683,1024,Human,80,296,155,373
1327cf9e060a8424.jpg,1024,766,Human,331,655,405,747
1327cf9e060a8424.jpg,1024,766,Human,177,562,238,641
1327cf9e060a8424.jpg,1024,766,Human,335,593,415,687
1327cf9e060a8424.jpg,1024,766,Human,493,239,568,291
1327cf9e060a8424.jpg,1024,766,Human,585,267,640,304
1327cf9e060a8424.jpg,1024,766,Human,643,275,706,352
13ae8b1a6d765286.jpg,1024,682,Human,820,560,992,680
1441cfed07b95eac.jpg,683,1024,Human,326,373,465,572
145eadc50611cbe8.jpg,1024,768,Human,892,541,975,664
145eadc50611cbe8.jpg,1024,768,Human,689,447,808,547
145eadc50611cbe8.jpg,1024,768,Human,769,417,885,572
145eadc50611cbe8.jpg,1024,768,Human,871,508,917,572
14822130df0943c0.jpg,1024,1024,Human,446,297,505,331
14822130df0943c0.jpg,1024,1024,Human,582,404,721,495
1501838a9ffde4f6.jpg,768,1024,Human,92,152,642,800
1501838a9ffde4f6.jpg,768,1024,Human,507,830,767,1017
1553c49f911295b0.jpg,1024,768,Human,81,13,104,42
1553c49f911295b0.jpg,1024,768,Human,102,227,170,263
1553c49f911295b0.jpg,1024,768,Human,110,215,165,238
1553c49f911295b0.jpg,1024,768,Human,385,510,449,546
1553c49f911295b0.jpg,1024,768,Human,388,501,438,537
1553c49f911295b0.jpg,1024,768,Human,565,116,589,145
1553c49f911295b0.jpg,1024,768,Human,634,108,672,139
158cdd3b25abede2.jpg,1024,684,Human,559,359,695,598
169091a012ac9dc4.jpg,1024,683,Human,427,441,531,563
16c917c1269518a6.jpg,1024,688,Human,577,192,617,222
16c917c1269518a6.jpg,1024,688,Human,634,194,661,226
16e72090e8adb23c.jpg,1024,1024,Human,36,189,540,615
16e72090e8adb23c.jpg,1024,1024,Human,660,210,982,448
171aea8e4b2af5dc.jpg,1024,683,Human,244,374,375,481
173683f5fa4d35b8.jpg,682,1024,Human,131,270,191,340
173683f5fa4d35b8.jpg,682,1024,Human,498,477,559,541
177802521d08b3fe.jpg,1024,682,Human,53,224,83,257
177802521d08b3fe.jpg,1024,682,Human,197,247,243,279
177802521d08b3fe.jpg,1024,682,Human,236,488,288,541
177802521d08b3fe.jpg,1024,682,Human,248,547,297,600
177802521d08b3fe.jpg,1024,682,Human,255,143,277,171
177802521d08b3fe.jpg,1024,682,Human,377,126,402,139
177802521d08b3fe.jpg,1024,682,Human,420,466,475,514
177802521d08b3fe.jpg,1024,682,Human,424,476,454,515
177802521d08b3fe.jpg,1024,682,Human,451,264,494,303
177802521d08b3fe.jpg,1024,682,Human,480,172,520,202
177802521d08b3fe.jpg,1024,682,Human,542,130,568,153
177802521d08b3fe.jpg,1024,682,Human,614,146,646,188
177802521d08b3fe.jpg,1024,682,Human,696,355,729,395
177802521d08b3fe.jpg,1024,682,Human,717,153,734,167
177802521d08b3fe.jpg,1024,682,Human,806,270,833,286
177802521d08b3fe.jpg,1024,682,Human,817,318,839,359
177802521d08b3fe.jpg,1024,682,Human,1005,310,1023,345
18ea480922ce19bc.jpg,1024,683,Human,792,469,893,524
18ea480922ce19bc.jpg,1024,683,Human,558,431,641,552
194923ff64d903f4.jpg,1024,765,Human,418,453,577,625
194923ff64d903f4.jpg,1024,765,Human,546,582,709,692
1997e38dd3c16f12.jpg,1024,683,Human,520,488,594,556
1997e38dd3c16f12.jpg,1024,683,Human,757,469,819,504
1a03423fc1a6314c.jpg,1024,678,Human,633,309,887,486
1a1a34336adc7590.jpg,1024,682,Human,579,124,748,402
1a1a34336adc7590.jpg,1024,682,Human,616,138,681,238
1a5345de06611fbc.jpg,681,1024,Human,443,195,592,391
1a82b0bab8679156.jpg,1024,678,Human,60,79,340,275
1a90b705e3254718.jpg,537,1024,Human,465,702,509,823
1a90b705e3254718.jpg,537,1024,Human,33,727,91,886
1aaac53a3a9a1da0.jpg,768,1024,Human,337,387,494,576
1acd995c40b4ca0a.jpg,1024,683,Human,600,378,792,501
1acd995c40b4ca0a.jpg,1024,683,Human,701,449,849,583
1b2f8f6493c624b8.jpg,681,1024,Human,484,415,574,483
1b2f8f6493c624b8.jpg,681,1024,Human,265,223,342,317
1b35886fee0e0f44.jpg,768,1024,Human,381,672,432,741
1b35886fee0e0f44.jpg,768,1024,Human,545,431,598,478
1b35886fee0e0f44.jpg,768,1024,Human,624,415,675,474
1b7289c58a8b7634.jpg,1024,724,Human,12,2,1021,719
1bbb97c14bf9ae93.jpg,1024,803,Human,384,550,461,660
1bbb97c14bf9ae93.jpg,1024,803,Human,595,366,709,491
1bcf2ecb98629e92.jpg,680,1024,Human,244,588,372,663
1bcf2ecb98629e92.jpg,680,1024,Human,407,642,464,744
1beb9f7dae0f5dfe.jpg,1024,768,Human,371,365,394,385
1beb9f7dae0f5dfe.jpg,1024,768,Human,439,371,464,395
1beb9f7dae0f5dfe.jpg,1024,768,Human,553,282,570,308
1beb9f7dae0f5dfe.jpg,1024,768,Human,558,433,577,452
1beb9f7dae0f5dfe.jpg,1024,768,Human,565,490,578,519
1beb9f7dae0f5dfe.jpg,1024,768,Human,565,438,588,460
1beb9f7dae0f5dfe.jpg,1024,768,Human,570,481,584,519
1beb9f7dae0f5dfe.jpg,1024,768,Human,624,743,641,767
1beb9f7dae0f5dfe.jpg,1024,768,Human,641,701,709,764
1beb9f7dae0f5dfe.jpg,1024,768,Human,645,628,687,660
1beb9f7dae0f5dfe.jpg,1024,768,Human,667,307,689,330
1beb9f7dae0f5dfe.jpg,1024,768,Human,686,268,708,296
1beb9f7dae0f5dfe.jpg,1024,768,Human,791,406,874,449
1beb9f7dae0f5dfe.jpg,1024,768,Human,807,635,871,670
1bece90534bfa54e.jpg,1024,680,Human,11,264,21,285
1bece90534bfa54e.jpg,1024,680,Human,19,304,97,349
1bece90534bfa54e.jpg,1024,680,Human,230,262,251,284
1bece90534bfa54e.jpg,1024,680,Human,251,443,281,499
1bece90534bfa54e.jpg,1024,680,Human,453,425,552,537
1bece90534bfa54e.jpg,1024,680,Human,504,489,562,600
1bece90534bfa54e.jpg,1024,680,Human,599,372,650,440
1bece90534bfa54e.jpg,1024,680,Human,629,434,725,494
1bece90534bfa54e.jpg,1024,680,Human,748,422,811,488
1c4ee47c7044ca8e.jpg,1024,768,Human,779,86,1024,533
1c4ee47c7044ca8e.jpg,1024,768,Human,440,0,1023,272
1c5720006ba42246.jpg,1024,1024,Human,502,598,598,689
1c6d42d182aecdba.jpg,768,1024,Human,231,838,483,1011
1c6d42d182aecdba.jpg,768,1024,Human,0,756,89,915
1ce7cc21d80a2cce.jpg,687,1024,Human,0,464,203,664
1ce958d046a99110.jpg,1024,685,Human,485,492,560,574
1ce958d046a99110.jpg,1024,685,Human,645,472,786,545
1ce958d046a99110.jpg,1024,685,Human,657,433,734,496
1d480901b4a7b576.jpg,1024,768,Human,622,543,755,659
1d480901b4a7b576.jpg,1024,768,Human,745,542,862,638
1d98054a8e045365.jpg,1024,683,Human,552,544,743,665
1d98054a8e045365.jpg,1024,683,Human,52,298,98,447
1d98054a8e045365.jpg,1024,683,Human,52,550,235,682
1d98054a8e045365.jpg,1024,683,Human,116,172,181,346
1d98054a8e045365.jpg,1024,683,Human,338,406,401,599
1d98054a8e045365.jpg,1024,683,Human,346,66,408,135
1d98054a8e045365.jpg,1024,683,Human,397,196,469,284
1d98054a8e045365.jpg,1024,683,Human,426,14,483,96
1d98054a8e045365.jpg,1024,683,Human,462,204,500,257
1d98054a8e045365.jpg,1024,683,Human,494,6,548,90
1d98054a8e045365.jpg,1024,683,Human,606,367,630,425
1d98054a8e045365.jpg,1024,683,Human,639,500,701,557
1d98054a8e045365.jpg,1024,683,Human,676,175,702,210
1d98054a8e045365.jpg,1024,683,Human,723,538,802,646
1d98054a8e045365.jpg,1024,683,Human,768,137,810,187
1d98054a8e045365.jpg,1024,683,Human,779,278,808,404
1d98054a8e045365.jpg,1024,683,Human,801,129,849,192
1d98054a8e045365.jpg,1024,683,Human,868,484,966,598
1d98054a8e045365.jpg,1024,683,Human,924,455,1010,551
1d98054a8e045365.jpg,1024,683,Human,929,401,981,490
1db7021bb8d64694.jpg,1024,679,Human,12,408,35,431
1db7021bb8d64694.jpg,1024,679,Human,48,481,67,502
1db7021bb8d64694.jpg,1024,679,Human,49,413,90,464
1db7021bb8d64694.jpg,1024,679,Human,103,461,120,492
1db7021bb8d64694.jpg,1024,679,Human,108,464,129,495
1db7021bb8d64694.jpg,1024,679,Human,147,461,167,492
1db7021bb8d64694.jpg,1024,679,Human,170,424,200,462
1db7021bb8d64694.jpg,1024,679,Human,176,468,195,495
1db7021bb8d64694.jpg,1024,679,Human,305,468,330,489
1db7021bb8d64694.jpg,1024,679,Human,328,441,357,476
1db7021bb8d64694.jpg,1024,679,Human,337,342,353,358
1db7021bb8d64694.jpg,1024,679,Human,346,421,362,437
1db7021bb8d64694.jpg,1024,679,Human,364,446,392,469
1db7021bb8d64694.jpg,1024,679,Human,373,452,414,492
1db7021bb8d64694.jpg,1024,679,Human,376,434,396,456
1db7021bb8d64694.jpg,1024,679,Human,378,493,412,554
1db7021bb8d64694.jpg,1024,679,Human,412,351,424,371
1db7021bb8d64694.jpg,1024,679,Human,417,413,446,453
1db7021bb8d64694.jpg,1024,679,Human,435,417,453,446
1db7021bb8d64694.jpg,1024,679,Human,437,502,460,534
1db7021bb8d64694.jpg,1024,679,Human,488,417,506,456
1db7021bb8d64694.jpg,1024,679,Human,506,312,526,331
1db7021bb8d64694.jpg,1024,679,Human,506,429,517,460
1db7021bb8d64694.jpg,1024,679,Human,570,407,588,445
1db7021bb8d64694.jpg,1024,679,Human,595,437,609,466
1db7021bb8d64694.jpg,1024,679,Human,638,415,654,445
1db7021bb8d64694.jpg,1024,679,Human,698,381,718,419
1db7021bb8d64694.jpg,1024,679,Human,746,458,771,481
1db7021bb8d64694.jpg,1024,679,Human,896,401,917,429
1db7021bb8d64694.jpg,1024,679,Human,940,421,958,449
1db7021bb8d64694.jpg,1024,679,Human,977,387,999,434
1dc663b54478f3fe.jpg,1024,682,Human,527,450,656,636
1dc663b54478f3fe.jpg,1024,682,Human,387,378,566,607
1e2513e6fb028816.jpg,1024,683,Human,290,556,476,652
1e2513e6fb028816.jpg,1024,683,Human,409,556,469,610
1e2513e6fb028816.jpg,1024,683,Human,776,447,920,488
1e2513e6fb028816.jpg,1024,683,Human,880,442,930,473
1e4aee2558d2dd5e.jpg,768,768,Human,116,90,494,370
1e4aee2558d2dd5e.jpg,768,768,Human,498,445,633,565
1e63ac4c89fd5214.jpg,1024,683,Human,351,291,422,392
1e63ac4c89fd5214.jpg,1024,683,Human,405,498,444,565
1e84daaaf7c77162.jpg,625,1024,Human,307,547,350,580
1efb20034e19a440.jpg,1024,576,Human,906,466,970,568
1efb20034e19a440.jpg,1024,576,Human,322,400,347,449
1efb20034e19a440.jpg,1024,576,Human,512,307,562,360
1efb20034e19a440.jpg,1024,576,Human,584,300,641,330
1f72a14db5c295c8.jpg,1024,768,Human,42,477,97,564
1f72a14db5c295c8.jpg,1024,768,Human,96,566,132,610
1f72a14db5c295c8.jpg,1024,768,Human,174,497,259,569
1f72a14db5c295c8.jpg,1024,768,Human,246,429,267,452
1f72a14db5c295c8.jpg,1024,768,Human,352,381,368,406
1f72a14db5c295c8.jpg,1024,768,Human,645,449,658,466
1f72a14db5c295c8.jpg,1024,768,Human,669,472,714,558
1f72a14db5c295c8.jpg,1024,768,Human,699,450,714,471
1f72a14db5c295c8.jpg,1024,768,Human,802,513,865,562
1f72a14db5c295c8.jpg,1024,768,Human,875,377,888,394
1f9eb48f9ac90a78.jpg,1024,681,Human,250,420,322,453
1f9eb48f9ac90a78.jpg,1024,681,Human,331,382,361,448
1f9eb48f9ac90a78.jpg,1024,681,Human,506,355,570,428
1fbf58b0c1d79b62.jpg,1024,683,Human,411,431,508,529
1fbf58b0c1d79b62.jpg,1024,683,Human,486,479,562,511
1fbf58b0c1d79b62.jpg,1024,683,Human,752,467,861,596
1fd860f5caad5986.jpg,1024,681,Human,119,621,158,647
1fd860f5caad5986.jpg,1024,681,Human,231,568,259,593
1fd860f5caad5986.jpg,1024,681,Human,494,606,610,670
1fd860f5caad5986.jpg,1024,681,Human,564,270,606,321
1fd860f5caad5986.jpg,1024,681,Human,588,277,630,324
1fd860f5caad5986.jpg,1024,681,Human,682,430,727,528
1fd860f5caad5986.jpg,1024,681,Human,705,570,814,680
1fd860f5caad5986.jpg,1024,681,Human,875,636,912,675
1fe65d4eb42fc8b4.jpg,1024,675,Human,430,560,783,662
2045642b764d3f14.jpg,682,1024,Human,14,879,117,1020
204db412031e8ca5.jpg,681,1024,Human,190,473,549,1024
204db412031e8ca5.jpg,681,1024,Human,0,287,226,819
2066ad0aee12cb6a.jpg,1024,768,Human,329,544,903,766
2066ad0aee12cb6a.jpg,1024,768,Human,771,88,1022,558
20790637f6db8cb2.jpg,582,1024,Human,298,256,425,396
20790637f6db8cb2.jpg,582,1024,Human,386,272,430,357
20b4c40c0047eb6a.jpg,1024,768,Human,579,510,598,533
20b4c40c0047eb6a.jpg,1024,768,Human,674,517,710,538
20c3a9ff8da25605.jpg,683,1024,Human,34,337,121,434
20c3a9ff8da25605.jpg,683,1024,Human,468,191,594,266
20d75587723f9f90.jpg,1024,768,Human,625,603,668,649
20d7ecf4e991f908.jpg,768,1024,Human,0,209,360,547
212d0db5daf9725e.jpg,1024,768,Human,774,423,854,514
212d0db5daf9725e.jpg,1024,768,Human,105,358,144,391
212d0db5daf9725e.jpg,1024,768,Human,173,355,193,389
212d0db5daf9725e.jpg,1024,768,Human,267,379,320,414
212d0db5daf9725e.jpg,1024,768,Human,317,356,362,401
212d0db5daf9725e.jpg,1024,768,Human,517,298,547,341
212d0db5daf9725e.jpg,1024,768,Human,520,394,588,450
